gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,interceptionYards,interceptionTDs,passesIntercepted
400869409,2016,11,regular,Southern Miss,Conference USA,away,35,4,-1,0,1,1,126,0,7,5,0,6,7,0,19,1,2,2,34:39,1,4,5,4-34,4.0,55,222,9.6,12-24,230,452,3-4,5-15,21,,,
400869648,2016,11,regular,Maryland,Big Ten,home,3,0,0,0,1,0,81,0,5,3,0,1,3,0,39,2,1,7,28:15,1,1,2,7-74,1.1,40,43,4.9,15-27,133,176,2-5,1-15,10,,,
400869648,2016,11,regular,Ohio State,Big Ten,away,62,5,11,0,1,3,58,0,2,14,1,1,12,0,44,5,0,1,31:45,0,0,0,6-55,5.9,43,253,9.1,24-36,328,581,0-1,7-13,32,0,0,1
400869640,2016,11,regular,Rutgers,Big Ten,away,0,0,9,0,4,0,68,0,4,,0,,3,0,29,0,1,1,24:23,2,0,2,6-50,3.0,36,109,2.2,6-18,40,149,0-0,3-12,8,,,
400869640,2016,11,regular,Michigan State,Big Ten,home,49,3,30,0,4,3,,,,7,0,3,4,1,29,0,3,1,35:37,0,0,0,5-40,5.5,50,277,8.6,12-19,163,440,1-1,7-14,20,40,1,2
400869690,2016,11,regular,Iowa,Big Ten,home,14,0,17,0,3,1,74,0,4,6,1,0,8,0,34,2,2,6,32:45,1,0,1,3-24,3.3,49,164,3.5,8-19,66,230,2-3,4-16,17,0,0,1
400869690,2016,11,regular,Michigan,Big Ten,away,13,1,19,0,1,0,39,0,3,7,0,2,6,0,54,3,2,1,27:15,1,1,2,5-48,2.8,35,98,4.0,11-26,103,201,0-0,5-15,14,0,0,1
400869689,2016,11,regular,Indiana,Big Ten,home,31,2,0,0,1,2,77,0,4,7,0,5,15,0,58,3,2,5,26:21,0,5,5,8-80,2.7,41,110,8.4,24-41,344,454,0-2,8-17,20,50,0,2
400869689,2016,11,regular,Penn State,Big Ten,away,45,3,35,0,4,2,79,0,5,9,5,0,8.9,0,50,3,0,6,33:39,2,0,2,5-40,1.7,45,77,11.1,16-30,332,409,0-2,4-14,18,,,
400869693,2016,11,regular,Illinois,Big Ten,away,3,0,5,0,2,0,43,0,3,3,0,,6,0,45,1,0,2,17:57,4,0,4,5-46,4.7,21,99,4.2,7-24,101,200,0-0,0-9,11,,,
400869693,2016,11,regular,Wisconsin,Big Ten,home,48,4,15,0,3,2,47,0,2,12,0,,6,0,17,0,2,3,42:03,0,0,0,4-34,5.7,64,363,6.6,8-14,92,455,1-1,7-13,23,68,0,4
400869691,2016,11,regular,Nebraska,Big Ten,home,24,1,-1,0,4,2,20,0,1,6,0,1,7,0,23,0,1,3,29:06,0,0,0,8-81,4.9,32,157,7.8,19-28,217,374,2-2,7-15,19,12,0,1
400869691,2016,11,regular,Minnesota,Big Ten,away,17,2,,,,0,30,0,2,5,0,,3,0,34,1,2,4,30:54,1,0,1,2-15,2.5,34,85,6.4,18-28,180,265,1-1,8-16,15,,,
400869692,2016,11,regular,Purdue,Big Ten,home,17,1,,,,1,110,0,4,5,0,,5,0,54,0,0,3,29:14,4,0,4,2-15,4.1,32,130,5.2,29-51,264,394,2-4,6-16,22,50,0,2
400869692,2016,11,regular,Northwestern,Big Ten,away,45,3,-2,0,1,3,62,0,4,9,0,1,5,0,47,3,0,4,30:46,2,0,2,0-0,5.5,46,253,9.5,23-37,352,605,0-2,10-16,28,44,0,4
400868919,2016,11,regular,Notre Dame,FBS Independents,home,44,2,16,0,2,3,92,1,1,8,0,1,4,1,30,2,1,3,34:22,1,0,1,7-35,6.1,43,261,7.4,18-29,215,476,1-1,10-13,31,2,0,1
400868919,2016,11,regular,Army,FBS Independents,away,6,1,,,,0,130,0,6,0,0,3,3,0,29,0,0,3,25:38,1,0,1,7-68,5.5,42,229,1.6,2-8,13,242,1-3,3-11,10,14,0,1
400869844,2016,11,regular,Georgia Southern,Sun Belt,home,26,0,66,0,1,1,126,0,6,8,1,,5,0,47,0,2,3,28:36,0,0,0,6-61,1.9,28,52,6.9,22-37,254,306,2-2,6-16,16,,,
400869844,2016,11,regular,Louisiana,Sun Belt,away,33,3,0,0,1,1,52,0,3,7,0,1,3,0,37,0,5,5,31:24,0,1,1,8-64,5.3,42,224,9.6,18-27,258,482,1-1,4-11,26,,,
400869845,2016,11,regular,Georgia State,Sun Belt,home,23,0,11,0,2,3,80,0,4,5,0,,4,0,54,1,0,1,24:43,0,0,0,6-47,1.6,26,42,14.1,19-30,422,464,1-2,5-13,16,,,
400869845,2016,11,regular,UL Monroe,Sun Belt,away,37,5,22,0,2,0,119,0,4,5,0,1,6,0,42,2,0,2,35:17,0,0,0,3-25,4.9,54,264,6.2,17-31,193,457,3-3,8-16,31,,,
400869842,2016,11,regular,App State,Sun Belt,away,24,2,0,0,1,0,73,0,4,,0,1,3,1,53,1,2,5,29:20,1,1,2,6-61,4.4,38,167,6.0,14-28,167,334,1-2,6-15,18,71,1,1
400869842,2016,11,regular,Troy,Sun Belt,home,28,3,12,0,1,1,55,0,3,,1,0,8,0,45,1,3,2,30:40,1,0,1,8-70,4.9,38,187,6.2,20-36,223,410,1-1,8-17,22,1,0,1
400869559,2016,11,regular,Memphis,American Athletic,home,42,2,7,0,1,3,174,0,9,10,0,2,9,0,62,0,0,2,27:11,1,0,1,6-60,7.9,35,277,7.2,29-46,331,608,1-2,4-12,29,,,
400869559,2016,11,regular,South Florida,American Athletic,away,49,5,,,,2,69,0,4,7,0,1,2,0,55,0,1,5,32:49,0,0,0,7-75,8.3,50,416,9.1,24-29,263,679,2-2,7-13,30,0,0,1
400869557,2016,11,regular,UCF,American Athletic,home,24,1,55,1,4,1,17,0,1,6,1,0,9,1,45,5,5,9,28:55,0,0,0,4-36,3.6,43,155,4.4,22-34,150,305,0-1,7-18,19,36,0,2
400869557,2016,11,regular,Cincinnati,American Athletic,away,3,0,25,0,3,0,,,,3,0,3,3,0,40,1,3,2,31:05,2,1,3,2-15,3.0,36,107,5.2,19-42,220,327,0-1,5-19,18,,,
400869558,2016,11,regular,SMU,American Athletic,away,55,2,,,,3,62,0,4,13,2,0,3,2,41,2,10,4,34:48,0,0,0,6-60,5.1,47,240,7.4,19-32,237,477,1-1,12-18,25,162,2,3
400869558,2016,11,regular,East Carolina,American Athletic,home,31,3,,,,1,121,0,8,7,0,4,5,0,42,1,1,8,25:12,3,2,5,9-84,4.8,32,152,6.4,29-49,314,466,3-4,5-14,27,,,
400869560,2016,11,regular,Tulane,American Athletic,away,18,0,12,0,2,2,76,0,3,4,1,1,13,0,32,4,4,2,31:28,0,1,1,5-33,2.8,36,100,5.7,21-42,241,341,1-4,5-19,17,2,0,1
400869560,2016,11,regular,Houston,American Athletic,home,30,1,6,0,2,2,-6,0,3,4,1,2,10,0,38,3,7,6,28:32,1,1,2,7-55,1.9,35,66,6.0,21-37,221,287,0-0,7-18,14,,,
400869561,2016,11,regular,Tulsa,American Athletic,away,40,1,,,,4,52,0,4,10,0,,4,0,48,2,0,0,22:35,1,0,1,3-35,5.4,38,207,13.7,16-27,369,576,3-3,8-14,23,,,
400869561,2016,11,regular,Navy,American Athletic,home,42,5,10,0,1,1,115,0,5,6,0,1,2,0,41,0,2,4,37:25,0,0,0,5-35,6.1,64,390,13.9,6-8,111,501,3-4,9-14,24,0,0,1
400869484,2016,11,regular,Boston College,ACC,away,7,1,,,,0,43,0,3,1,0,,10,0,39,4,0,5,27:11,0,0,0,6-50,2.7,35,96,3.8,4-13,50,146,0-1,1-12,8,,,
400869484,2016,11,regular,Florida State,ACC,home,45,1,5,0,2,5,22,0,2,9,0,2,9,0,29,3,1,3,32:49,0,0,0,4-33,4.6,39,180,7.6,21-31,236,416,0-0,5-13,24,,,
400869485,2016,11,regular,Pittsburgh,ACC,away,43,1,,,,5,16,0,1,7,0,1,5,0,53,2,1,2,25:58,0,1,1,3-40,4.7,33,156,8.1,22-38,308,464,1-1,3-12,23,70,0,3
400869485,2016,11,regular,Clemson,ACC,home,42,3,1,0,3,3,117,0,8,6,1,1,8,0,31,2,3,3,34:02,3,0,3,9-101,2.0,25,50,8.3,52-70,580,630,1-2,12-18,33,,,
400869488,2016,11,regular,Syracuse,ACC,home,20,1,16,0,2,1,49,0,2,8,0,2,8,0,60,2,0,4,18:42,1,1,2,5-45,1.0,28,28,7.6,14-25,190,218,1-2,4-14,10,0,0,2
400869488,2016,11,regular,NC State,ACC,away,35,4,-1,0,1,1,86,0,5,5,1,0,13,0,34,3,0,1,41:18,2,0,2,6-66,3.8,48,184,10.6,23-34,360,544,1-2,10-18,27,0,0,1
400869487,2016,11,regular,Louisville,ACC,home,44,4,11,0,3,1,85,0,3,8,1,4,13,1,60,7,6,2,21:44,0,3,3,4-55,9.4,37,346,5.6,14-26,145,491,1-1,5-12,20,31,1,1
400869487,2016,11,regular,Wake Forest,ACC,away,12,0,35,0,2,0,143,0,7,12,3,1,6,0,39,5,3,2,38:16,1,1,2,4-25,1.5,49,73,5.9,13-24,141,214,1-2,5-18,16,,,
400869486,2016,11,regular,Georgia Tech,ACC,away,30,3,8,0,2,0,8,0,1,12,0,4,7,0,45,5,4,2,35:55,0,1,1,7-35,5.3,58,309,4.9,2-7,34,343,1-1,4-14,15,3,0,2
400869486,2016,11,regular,Virginia Tech,ACC,home,20,2,34,0,3,1,73,0,3,2,0,3,8,0,34,1,2,2,24:05,2,2,4,4-35,3.7,33,121,6.7,32-47,316,437,1-2,6-14,25,,,
400869724,2016,11,regular,Virginia,ACC,home,14,1,,,,1,117,0,4,2,1,4,4,0,28,1,0,3,29:50,0,4,4,10-110,2.5,33,82,6.1,19-34,207,289,0-2,9-17,14,7,0,1
400869724,2016,11,regular,Miami,ACC,away,34,2,,,,2,45,0,2,10,4,1,9,0,37,5,0,1,30:10,1,1,2,7-45,5.3,42,222,7.9,14-29,228,450,1-2,6-15,20,,,
400869483,2016,11,regular,Duke,ACC,home,28,3,,,,1,136,0,5,4,0,,4,0,33,1,1,4,37:39,0,0,0,5-60,4.1,55,227,7.1,22-34,240,467,0-1,10-17,28,0,0,2
400869483,2016,11,regular,North Carolina,ACC,away,27,0,3,0,1,3,145,0,4,9,0,,6,0,54,2,0,5,22:21,2,0,2,7-65,3.9,27,106,9.0,24-33,297,403,0-0,4-10,23,,,
400869243,2016,11,regular,New Mexico,Mountain West,away,24,2,,,,0,61,0,3,10,0,,6,0,31,1,2,4,36:36,0,0,0,6-64,4.4,57,249,9.1,8-17,154,403,1-3,5-14,22,0,0,1
400869243,2016,11,regular,Utah State,Mountain West,home,21,2,,,,1,50,0,2,3,0,,5,0,29,0,3,4,23:24,1,0,1,7-75,4.6,28,128,9.7,21-27,263,391,1-2,4-11,21,,,
400869242,2016,11,regular,Hawai'i,Mountain West,home,16,0,,,,1,72,0,4,10,0,1,8,0,50,4,0,1,28:04,1,1,2,10-79,7.3,32,234,3.9,16-32,125,359,0-1,6-14,15,,,
400869242,2016,11,regular,Boise State,Mountain West,away,52,3,23,0,2,4,76,0,4,10,1,0,4,0,41,8,1,8,31:56,0,0,0,6-55,5.6,44,246,14.9,20-24,357,603,0-0,9-13,25,29,0,1
400869241,2016,11,regular,Air Force,Mountain West,home,49,7,,,,0,,,,7,1,2,2,0,31,0,0,0,33:05,1,1,2,3-36,7.1,68,485,6.1,3-8,49,534,1-1,13-16,26,13,0,1
400869241,2016,11,regular,Colorado State,Mountain West,away,46,3,11,0,2,2,93,0,4,8,1,2,4,1,43,0,0,1,26:55,1,1,2,3-35,5.3,35,185,12.9,22-29,374,559,0-1,9-13,22,27,1,1
400869244,2016,11,regular,UNLV,Mountain West,home,69,5,-6,0,1,3,135,0,8,19,2,1,5,0,32,2,0,5,38:19,0,1,1,4-35,6.3,64,401,7.6,20-33,252,653,1-1,8-19,31,0,0,2
400869244,2016,11,regular,Wyoming,Mountain West,away,66,3,63,1,3,4,211,0,7,12,1,3,5,1,63,2,0,0,21:41,2,2,4,2-12,4.7,32,151,9.8,14-34,334,485,0-0,6-14,20,,,
400869245,2016,11,regular,Nevada,Mountain West,home,16,0,,,,2,39,0,2,2,1,1,3,0,43,1,0,1,32:00,3,0,3,2-20,2.6,34,90,7.5,21-37,276,366,0-1,10-16,19,,,
400869245,2016,11,regular,San Diego State,Mountain West,away,46,4,-1,0,1,2,29,0,2,10,0,1,4,0,38,1,0,4,28:00,0,1,1,6-49,10.8,44,474,8.6,11-17,146,620,0-0,7-9,25,29,0,3
400869850,2016,12,regular,Texas State,Sun Belt,away,10,1,12,0,2,0,133,0,6,4,0,3,8,0,36,0,3,2,30:13,3,2,5,4-34,3.7,41,153,5.6,18-34,189,342,2-5,5-17,17,,,
400869850,2016,12,regular,New Mexico State,Sun Belt,home,50,1,6,0,1,5,12,0,1,14,0,1,7,0,29,3,2,3,29:47,0,1,1,10-69,5.7,44,252,6.1,23-38,231,483,0-0,7-15,26,11,0,3
400869059,2016,12,regular,Louisiana,Sun Belt,away,21,3,-3,0,1,0,56,0,5,3,1,1,7,0,30,0,0,3,31:22,3,1,4,5-35,6.0,46,276,7.9,14-24,189,465,0-3,7-13,21,39,0,1
400869059,2016,12,regular,Georgia,SEC,home,35,2,82,1,1,2,76,0,4,5,1,1,4,1,48,2,0,1,28:38,1,1,2,2-15,6.0,39,235,8.3,13-20,165,400,0-0,7-13,16,15,0,3
400922862,2016,12,regular,LSU,SEC,home,10,1,,,,0,12,0,1,4,0,3,5,0,17,2,3,5,34:02,0,2,2,2-20,4.9,45,219,7.8,14-26,204,423,1-3,7-14,23,,,
400922862,2016,12,regular,Florida,SEC,away,16,0,,,,1,51,0,2,10,2,1,5,0,29,1,1,3,25:58,0,0,0,1-5,3.6,35,126,8.5,7-17,144,270,1-1,4-13,14,,,
400869064,2016,12,regular,Missouri,SEC,away,37,4,,,,1,68,0,3,7,0,2,6,0,48,2,2,2,31:09,2,2,4,7-51,6.3,67,420,7.4,21-43,320,740,2-5,11-20,41,,,
400869064,2016,12,regular,Tennessee,SEC,home,63,5,20,0,2,3,43,0,2,9,2,0,6,1,68,1,3,3,28:51,0,0,0,5-45,8.6,45,386,10.1,15-22,223,609,0-0,9-15,24,85,1,2
400869063,2016,12,regular,Western Carolina,Southern,away,31,3,,,,0,275,0,8,5,1,1,4,1,61,0,0,4,23:51,0,1,1,3-22,5.5,43,236,7.3,7-18,131,367,1-3,5-12,17,,,
400869063,2016,12,regular,South Carolina,SEC,home,44,4,0,0,1,0,195,1,6,14,1,1,2,1,39,1,3,3,36:09,0,1,1,3-25,7.5,56,422,6.9,15-24,166,588,0-1,10-15,28,,,
400869060,2016,12,regular,Austin Peay,OVC,away,13,1,-1,0,1,0,135,0,7,1,0,2,4,1,30,1,1,1,37:44,2,0,2,7-55,4.8,53,257,1.5,9-18,27,284,1-2,8-18,17,25,1,1
400869060,2016,12,regular,Kentucky,SEC,home,49,5,1,0,2,2,51,0,3,7,0,,5,0,43,1,0,2,22:16,1,0,1,10-85,8.0,35,281,9.2,8-14,129,410,2-2,5-11,14,46,0,2
400869066,2016,12,regular,Ole Miss,SEC,away,17,0,23,0,1,2,137,0,5,5,1,1,4,0,43,2,1,2,25:11,0,1,1,6-51,3.3,27,90,5.4,26-51,273,363,0-3,5-18,18,,,
400869066,2016,12,regular,Vanderbilt,SEC,home,38,3,-5,0,1,2,45,0,3,8,1,2,7,0,45,3,3,9,34:49,0,1,1,5-40,4.5,46,208,9.1,17-30,273,481,1-1,5-15,22,,,
400868932,2016,12,regular,BYU,FBS Independents,home,51,4,3,0,2,1,65,0,2,15,1,2,8,1,38,5,4,2,35:18,0,1,1,5-64,5.0,49,247,5.4,20-34,184,431,1-1,10-18,27,39,1,2
400868932,2016,12,regular,Massachusetts,FBS Independents,away,9,0,3,0,2,1,172,0,9,3,0,5,6,0,53,1,1,2,24:42,2,2,4,9-94,2.0,20,40,7.2,27-40,288,328,0-2,3-11,14,,,
400869623,2016,12,regular,TCU,Big 12,home,6,0,-8,0,2,1,50,0,3,0,1,1,5,0,39,2,2,5,29:29,2,0,2,4-49,3.7,39,145,6.0,20-33,198,343,1-4,6-16,18,,,
400869623,2016,12,regular,Oklahoma State,Big 12,away,31,3,-5,0,1,1,33,0,2,7,0,2,8,0,42,2,0,2,30:31,0,1,1,6-42,7.4,45,334,5.9,17-35,207,541,0-1,9-16,28,0,0,2
400868884,2016,12,regular,Baylor,Big 12,home,21,0,,,,3,34,0,2,3,2,3,8,0,53,3,4,1,23:59,3,1,4,9-84,3.3,33,110,5.6,27-46,258,368,1-1,7-17,22,,,
400868884,2016,12,regular,Kansas State,Big 12,away,42,6,5,0,2,0,130,0,4,6,1,3,7,0,45,4,6,7,36:01,0,2,2,8-85,4.6,51,237,7.1,16-25,177,414,1-1,7-14,25,73,0,3
400869595,2016,12,regular,Texas Tech,Big 12,away,10,0,-4,0,1,1,86,0,5,4,0,1,1,0,36,0,2,1,27:06,2,1,3,2-7,2.8,30,84,5.7,19-39,222,306,0-2,4-14,17,,,
400869595,2016,12,regular,Iowa State,Big 12,home,66,6,,,,2,11,0,1,12,1,1,7,1,34,2,9,9,32:54,0,0,0,2-25,6.3,43,272,15.3,17-22,336,608,0-0,10-13,25,48,1,2
400869603,2016,12,regular,Texas,Big 12,away,21,2,12,0,4,1,60,0,4,3,1,3,6,0,56,2,1,8,33:02,3,3,6,7-65,3.8,63,238,6.1,17-27,165,403,2-3,3-17,22,4,0,1
400869603,2016,12,regular,Kansas,Big 12,home,24,1,-5,0,2,0,51,0,3,10,3,2,8,1,74,4,0,4,26:58,1,1,2,9-85,2.9,39,112,5.2,21-42,220,332,0-2,3-17,15,95,1,3
400869617,2016,12,regular,Oklahoma,Big 12,away,56,5,,,,2,56,0,4,6,3,1,4,1,40,1,0,2,39:54,1,0,1,6-72,4.9,64,316,11.3,9-15,169,485,1-1,8-16,27,80,1,1
400869617,2016,12,regular,West Virginia,Big 12,home,28,2,6,0,1,2,102,0,5,4,0,3,3,0,59,0,0,1,20:06,1,3,4,7-91,10.2,38,388,7.1,12-27,191,579,0-2,5-13,22,0,0,1
400869414,2016,12,regular,Rice,Conference USA,home,44,2,13,0,5,3,22,0,1,8,0,1,4,1,28,2,3,6,34:02,1,1,2,3-17,5.4,44,236,8.8,21-28,246,482,0-0,4-10,27,23,1,1
400869414,2016,12,regular,UTEP,Conference USA,away,24,0,2,0,2,2,51,0,4,6,1,0,2,0,41,2,1,1,25:58,1,0,1,5-51,3.5,18,63,5.0,19-34,169,232,0-1,3-12,13,0,0,1
400869165,2016,12,regular,Utah,Pac-12,home,28,2,0,0,1,1,11,0,1,4,1,1,8,0,43,3,0,6,29:43,0,1,1,3-30,5.9,37,218,7.8,20-30,235,453,0-1,5-12,24,,,
400869165,2016,12,regular,Oregon,Pac-12,away,30,1,18,0,5,3,16,0,1,6,1,2,5,0,36,2,0,8,30:17,0,1,1,5-37,5.8,43,251,7.5,30-43,324,575,1-2,9-18,27,,,
400869166,2016,12,regular,California,Pac-12,home,31,2,14,0,3,2,59,0,3,7,0,,5,0,31,1,0,4,24:14,0,0,0,4-45,3.8,24,90,6.9,34-57,393,483,0-0,9-17,27,,,
400869166,2016,12,regular,Stanford,Pac-12,away,45,4,11,0,1,2,44,0,5,9,0,1,5,0,43,0,4,5,35:46,0,0,0,7-50,7.1,50,357,8.6,13-23,198,555,0-0,8-14,24,,,
400869162,2016,12,regular,Arizona State,Pac-12,away,18,0,1,0,1,2,65,0,4,4,0,1,4,0,40,0,0,5,27:50,1,1,2,9-66,0.6,27,15,7.0,21-33,230,245,2-2,1-14,14,72,0,2
400869162,2016,12,regular,Washington,Pac-12,home,44,2,23,0,3,2,45,1,1,14,1,0,8,1,37,6,0,4,32:10,2,0,2,7-70,6.1,33,201,7.7,27-44,338,539,0-1,4-12,26,0,0,1
400869161,2016,12,regular,Arizona,Pac-12,away,17,1,4,0,1,1,49,0,3,5,1,1,3,0,44,1,0,1,24:24,1,0,1,3-29,4.1,40,162,6.1,16-31,188,350,1-2,10-15,23,,,
400869161,2016,12,regular,Oregon State,Pac-12,home,42,1,,,,5,25,0,2,6,0,1,6,0,45,2,2,2,35:36,0,1,1,5-49,4.6,46,210,13.9,16-19,265,475,1-2,9-12,26,0,0,1
400869164,2016,12,regular,Colorado,Pac-12,home,38,5,3,0,1,0,40,0,2,8,1,2,1,0,44,1,2,9,33:41,0,1,1,9-75,4.4,59,258,8.4,27-41,345,603,0-3,13-21,31,2,0,1
400869164,2016,12,regular,Washington State,Pac-12,away,24,0,,,,3,58,0,3,6,1,1,3,0,74,1,2,5,26:19,1,1,2,5-35,6.2,22,137,6.1,26-53,325,462,2-4,4-15,21,,,
400869163,2016,12,regular,UCLA,Pac-12,home,14,0,,,,2,116,0,6,2,0,2,5,0,69,1,0,5,16:13,0,0,0,3-44,2.9,19,55,6.6,16-32,211,266,0-1,2-11,10,55,0,2
400869163,2016,12,regular,USC,Pac-12,away,36,2,16,0,1,2,46,0,2,12,0,2,3,0,34,0,0,4,43:47,2,0,2,7-39,4.5,58,260,7.2,25-37,267,527,2-2,12-21,31,,,
400869057,2016,12,regular,Alabama A&M,SWAC,away,0,0,,,,0,71,0,5,0,1,0,6,0,52,0,6,2,27:29,2,0,2,6-35,1.1,24,27,2.6,15-39,103,130,0-0,4-19,9,,,
400869057,2016,12,regular,Auburn,SEC,home,55,6,32,0,3,1,,,,13,0,1,8,0,33,2,9,8,32:31,0,1,1,5-50,7.6,59,451,7.3,14-20,147,598,1-2,6-14,28,7,0,2
400869331,2016,12,regular,Central Michigan,Mid-American,home,27,1,-3,0,1,2,57,0,5,9,3,3,7,0,43,3,2,6,32:30,0,1,1,5-48,0.6,31,18,8.4,25-32,268,286,0-0,6-15,16,0,0,1
400869331,2016,12,regular,Ohio,Mid-American,away,20,1,0,0,1,1,112,0,6,8,1,3,9,0,43,1,1,3,27:30,1,3,4,2-20,4.1,36,149,5.8,16-36,208,357,0-3,7-18,19,,,
400869330,2016,12,regular,Bowling Green,Mid-American,home,42,4,2,0,2,2,32,0,2,6,0,2,6,0,28,4,2,4,40:30,2,1,3,4-40,6.4,66,420,7.4,12-24,177,597,0-0,11-17,35,,,
400869330,2016,12,regular,Kent State,Mid-American,away,7,0,-4,0,1,1,74,0,5,1,1,1,8,0,47,0,1,6,19:30,0,0,0,8-58,0.4,22,9,8.8,15-28,245,254,0-0,3-12,10,33,0,2
400869332,2016,12,regular,Ball State,Mid-American,away,19,0,0,0,2,2,74,0,4,7,0,1,9,0,47,0,3,2,32:27,0,1,1,4-45,4.2,32,133,5.3,33-49,260,393,0-1,11-19,23,0,0,1
400869332,2016,12,regular,Toledo,Mid-American,home,37,0,63,1,1,3,64,0,3,13,1,0,3,1,47,0,4,6,27:33,1,0,1,4-34,5.6,32,179,8.3,25-39,325,504,0-1,8-15,23,,,
400869410,2016,12,regular,Charlotte,Conference USA,home,31,3,0,0,3,1,105,0,4,5,0,,6,0,37,0,5,6,33:32,0,0,0,8-85,3.6,45,164,4.8,22-50,239,403,2-6,4-20,22,5,0,2
400869410,2016,12,regular,Middle Tennessee,Conference USA,away,38,1,13,0,2,4,49,0,4,8,0,1,6,0,39,2,7,11,26:28,2,0,2,8-90,7.4,30,221,5.7,26-44,250,471,0-1,4-15,21,,,
400869412,2016,12,regular,Old Dominion,Conference USA,away,42,0,7,0,1,5,21,0,1,10,0,,3,0,30,1,2,4,35:08,0,0,0,3-15,4.8,43,207,11.6,26-36,416,623,3-3,5-13,31,,,
400869412,2016,12,regular,Florida Atlantic,Conference USA,home,24,3,,,,0,124,0,7,6,0,,3,0,30,1,5,2,24:52,0,0,0,8-62,4.2,34,144,7.8,15-28,219,363,1-3,6-14,16,,,
400869411,2016,12,regular,Marshall,Conference USA,away,14,0,11,0,1,2,101,0,5,2,0,,4,0,44,2,3,0,28:48,2,0,2,5-55,3.0,26,78,7.2,29-42,301,379,1-1,6-13,24,39,0,2
400869411,2016,12,regular,Florida International,Conference USA,home,31,3,,,,1,18,0,1,7,0,,6,0,42,3,0,4,31:12,2,0,2,5-45,6.3,41,259,10.3,18-25,257,516,1-2,4-10,26,1,0,2
400869413,2016,12,regular,Southern Miss,Conference USA,away,23,3,,,,0,52,0,3,5,2,2,6,0,31,1,2,1,33:25,3,1,4,9-79,4.5,44,198,6.7,11-27,182,380,1-3,3-13,19,4,0,1
400869413,2016,12,regular,North Texas,Conference USA,home,29,1,-1,0,2,2,39,0,5,9,1,3,12,0,37,4,1,1,26:35,1,2,3,12-95,3.8,29,111,9.2,14-29,267,378,0-0,2-11,18,55,0,3
400869065,2016,12,regular,Texas A&M,SEC,home,23,1,1,0,1,1,50,0,3,11,1,1,8,0,39,6,2,4,28:46,0,1,1,2-15,4.8,38,183,7.8,19-32,248,431,1-1,7-15,23,,,
400869065,2016,12,regular,UTSA,Conference USA,away,10,0,,,,1,16,0,1,4,1,2,8,0,33,2,3,4,31:14,0,1,1,3-35,1.3,37,48,6.6,18-31,204,252,2-3,6-17,15,,,
400869056,2016,12,regular,Chattanooga,Southern,away,3,0,28,0,4,0,79,0,5,3,1,4,7,0,39,3,1,4,34:06,0,2,2,2-10,2.3,30,70,4.8,17-24,114,184,0-0,2-13,10,,,
400869056,2016,12,regular,Alabama,SEC,home,31,1,20,0,3,3,18,0,2,7,2,2,8,0,40,0,4,0,25:54,0,1,1,1-10,5.3,37,196,6.5,15-21,136,332,1-1,4-13,14,,,
400869062,2016,12,regular,Arkansas,SEC,away,58,5,21,0,1,3,70,0,4,8,0,,2,0,29,0,1,3,33:13,0,0,0,1-10,8.7,41,357,11.7,19-26,304,661,2-2,7-11,27,,,
400869062,2016,12,regular,Mississippi State,SEC,home,42,4,,,,2,178,0,10,4,0,,5,0,30,0,3,1,26:47,0,0,0,3-22,5.9,35,205,9.9,23-33,328,533,4-4,5-13,25,,,
400869334,2016,12,regular,Buffalo,Mid-American,away,0,0,,,,0,85,0,4,,1,2,4,0,46,0,1,2,25:24,0,1,1,4-32,4.3,30,128,6.4,12-22,140,268,0-0,2-12,13,,,
400869334,2016,12,regular,Western Michigan,Mid-American,home,38,1,3,0,2,4,21,0,1,8,1,5,6,0,39,2,0,1,34:36,0,1,1,3-20,5.3,34,181,12.0,29-37,445,626,0-1,6-12,29,,,
400869333,2016,12,regular,Northern Illinois,Mid-American,away,31,3,,,,1,83,0,4,7,0,1,2,0,43,1,4,6,26:02,1,0,1,9-95,6.2,52,324,6.4,11-25,161,485,0-0,10-20,20,36,0,2
400869333,2016,12,regular,Eastern Michigan,Mid-American,home,24,2,,,,1,77,0,5,6,0,1,5,0,34,0,2,5,33:58,2,0,2,7-68,5.2,56,291,4.8,17-38,184,475,0-1,9-18,32,17,0,1
400869649,2016,12,regular,Michigan State,Big Ten,home,16,1,-3,0,2,1,17,0,1,4,1,1,5,0,25,3,7,2,29:07,2,0,2,6-60,5.9,35,207,6.0,8-21,127,334,1-1,3-12,13,,,
400869649,2016,12,regular,Ohio State,Big Ten,away,17,1,12,0,2,1,56,0,3,5,0,2,6,0,26,2,6,2,30:53,0,1,1,4-40,5.0,45,224,3.9,10-22,86,310,0-0,7-17,16,0,0,2
400869697,2016,12,regular,Nebraska,Big Ten,home,28,3,16,0,2,1,37,0,2,4,0,1,8,0,26,5,4,7,39:00,0,0,0,2-20,4.0,45,181,5.9,23-37,220,401,2-3,8-17,27,,,
